"subid","trial","offer_other","offer_self","RT","dec","emotion","party"
"125","34","2","18","0.494","3","2","2"
"125","35","4","16","0.424","3","2","2"
"125","36","4","16","0.392","2","3","2"
"125","37","10","10","0.000","0","1","2"
"125","38","10","10","0.461","0","1","2"
"125","39","7","13","2.796","1","3","2"
"125","40","7","13","0.984","1","2","2"
"125","1","4","16","0.933","2","3","3"
"125","2","2","18","0.000","0","2","3"
"125","3","2","18","0.759","2","3","3"
"125","4","2","18","0.824","3","3","3"
"125","5","4","16","1.852","2","2","3"
"125","6","7","13","1.011","2","3","3"
"125","7","10","10","0.478","0","1","3"
"125","8","7","13","0.661","1","2","3"
"125","9","4","16","0.443","2","3","3"
"125","10","10","10","1.306","0","1","3"
"125","11","10","10","0.451","0","1","3"
"125","12","4","16","1.420","1","2","3"
"125","13","10","10","0.000","0","1","3"
"125","14","2","18","0.398","3","2","3"
"125","15","7","13","0.344","2","2","3"
"125","16","7","13","0.552","1","3","3"
"125","17","4","16","0.526","3","2","3"
"125","18","2","18","0.439","3","3","3"
"125","19","2","18","1.039","3","2","3"
"125","20","7","13","1.068","2","3","3"
"125","21","10","10","0.464","0","1","3"
"125","22","2","18","1.454","0","3","3"
"125","23","4","16","0.403","2","3","3"
"125","24","2","18","0.000","0","3","3"
"125","25","7","13","0.508","2","2","3"
"125","26","10","10","0.371","0","1","3"
"125","27","10","10","0.767","0","1","3"
"125","28","4","16","1.621","1","2","3"
"125","29","7","13","1.781","2","3","3"
"125","30","7","13","0.381","2","2","3"
"125","31","10","10","0.375","0","1","3"
"125","32","4","16","0.393","2","3","3"
"125","33","10","10","1.642","0","1","3"
"125","34","4","16","0.000","0","2","3"
"125","35","7","13","0.445","1","3","3"
"125","36","2","18","0.486","3","2","3"
"125","37","2","18","0.396","3","2","3"
"125","38","4","16","0.563","2","3","3"
"125","39","7","13","0.413","2","2","3"
"125","40","10","10","0.330","0","1","3"
"125","1","10","10","0.312","0","1","2"
"125","2","2","18","0.406","3","2","2"
"125","3","7","13","0.822","1","3","2"
"125","4","4","16","0.372","2","3","2"
"125","5","2","18","0.568","2","3","2"
"125","6","2","18","0.435","3","2","2"
"125","7","2","18","0.770","3","3","2"
"125","8","4","16","0.462","2","2","2"
"125","9","7","13","0.571","1","3","2"
"125","10","4","16","0.299","2","3","2"
"125","11","7","13","1.871","2","2","2"
"125","12","2","18","0.857","3","3","2"
"125","13","10","10","0.878","0","1","2"
"125","14","7","13","0.983","2","3","2"
"125","15","4","16","0.000","0","2","2"
"125","16","2","18","1.262","3","2","2"
"125","17","2","18","0.347","3","2","2"
"125","18","10","10","0.398","0","1","2"
"125","19","4","16","0.347","2","3","2"
"125","20","4","16","0.487","2","2","2"
"125","21","10","10","0.593","0","1","2"
"125","22","10","10","0.734","0","1","2"
"125","23","2","18","0.498","0","3","2"
"125","24","7","13","0.744","2","2","2"
"125","25","7","13","0.304","2","3","2"
"125","26","10","10","0.541","0","1","2"
"125","27","2","18","0.486","3","3","2"
"125","28","7","13","0.369","2","2","2"
"125","29","4","16","0.339","3","2","2"
"125","30","4","16","0.488","2","3","2"
"125","31","10","10","1.086","0","1","2"
"125","32","10","10","0.129","0","1","2"
"125","33","7","13","1.159","2","2","2"
"125","34","7","13","0.491","1","3","2"
"125","35","10","10","0.117","0","1","2"
"125","36","2","18","0.337","2","2","2"
"125","37","10","10","1.928","0","1","2"
"125","38","4","16","0.694","2","2","2"
"125","39","4","16","1.875","2","3","2"
"125","40","7","13","0.494","2","2","2"
"124","1","4","16","0.675","1","3","3"
"124","2","10","10","0.445","0","1","3"
"124","3","7","13","0.682","2","2","3"
"124","4","2","18","0.431","0","2","3"
"124","5","10","10","0.718","0","1","3"
"124","6","7","13","0.543","0","3","3"
"124","7","2","18","1.315","3","3","3"
"124","8","10","10","0.679","0","1","3"
"124","9","2","18","0.602","0","3","3"
"124","10","4","16","0.760","0","3","3"
"124","11","2","18","0.506","0","3","3"
"124","12","7","13","1.081","0","3","3"
"124","13","4","16","0.533","3","2","3"
"124","14","10","10","0.540","0","1","3"
"124","15","2","18","0.529","0","3","3"
"124","16","7","13","0.441","1","3","3"
"124","17","4","16","0.593","2","3","3"
"124","18","4","16","0.394","3","2","3"
"124","19","2","18","0.427","3","2","3"
"124","20","10","10","0.353","0","1","3"
"124","21","4","16","0.619","1","2","3"
"124","22","10","10","0.321","0","1","3"
"124","23","7","13","0.802","0","2","3"
"124","24","2","18","1.316","0","2","3"
"124","25","7","13","0.471","2","3","3"
"124","26","10","10","2.191","0","1","3"
"124","27","10","10","0.526","0","1","3"
"124","28","4","16","0.553","0","2","3"
"124","29","7","13","0.386","0","2","3"
"124","30","7","13","1.073","2","3","3"
"124","31","4","16","0.824","0","2","3"
"124","32","2","18","2.624","0","3","3"
"124","33","2","18","0.613","0","2","3"
"124","34","4","16","0.584","0","3","3"
"124","35","2","18","0.545","0","2","3"
"124","36","4","16","0.338","0","3","3"
"124","37","7","13","0.917","0","2","3"
"124","38","10","10","0.556","0","1","3"
"124","39","10","10","0.873","0","1","3"
"124","40","7","13","0.000","0","2","3"
"124","1","7","13","1.855","1","2","2"
"124","2","10","10","0.895","0","1","2"
"124","3","4","16","0.609","1","3","2"
"124","4","2","18","0.833","3","2","2"
"124","5","2","18","2.329","0","3","2"
"124","6","7","13","0.466","0","2","2"
"124","7","7","13","0.745","0","2","2"
"124","8","2","18","0.512","0","2","2"
"124","9","4","16","0.587","1","2","2"
"124","10","10","10","0.866","0","1","2"
"124","11","2","18","0.980","3","3","2"
"124","12","4","16","0.498","0","3","2"
"124","13","2","18","0.407","3","3","2"
"124","14","10","10","0.410","0","1","2"
"124","15","4","16","1.380","0","2","2"
"124","16","7","13","0.496","0","3","2"
"124","17","10","10","0.461","0","1","2"
"124","18","2","18","0.997","0","2","2"
"124","19","2","18","0.469","1","2","2"
"124","20","4","16","0.800","2","3","2"
"124","21","10","10","0.708","0","1","2"
"124","22","2","18","1.143","0","3","2"
"124","23","7","13","1.423","1","3","2"
"124","24","10","10","0.452","0","1","2"
"124","25","7","13","0.053","1","3","2"
"124","26","4","16","0.402","0","2","2"
"124","27","10","10","0.880","0","1","2"
"124","28","2","18","1.717","0","3","2"
"124","29","7","13","0.475","0","3","2"
"124","30","7","13","0.542","0","3","2"
"124","31","4","16","0.650","2","2","2"
"124","32","10","10","0.376","0","1","2"
"124","33","2","18","1.770","3","2","2"
"124","34","4","16","0.832","1","2","2"
"124","35","7","13","1.020","0","2","2"
"124","36","10","10","2.087","0","1","2"
"124","37","4","16","0.425","0","3","2"
"124","38","4","16","0.926","2","3","2"
"124","39","7","13","0.584","0","2","2"
"124","40","10","10","0.574","0","1","2"
"124","1","2","18","0.387","1","2","3"
"124","2","4","16","0.667","0","2","3"
"124","3","4","16","0.871","1","3","3"
"124","4","10","10","0.477","0","1","3"
"124","5","2","18","0.415","2","3","3"
"124","6","7","13","0.365","0","3","3"
"124","7","2","18","0.697","1","3","3"
"124","8","10","10","0.770","0","1","3"
"124","9","7","13","0.724","0","3","3"
"124","10","7","13","0.847","1","3","3"
"124","11","10","10","0.559","0","1","3"
"124","12","4","16","0.357","1","3","3"
"124","13","10","10","0.001","0","1","3"
"124","14","10","10","0.584","0","1","3"
"124","15","4","16","0.000","0","2","3"
"124","16","2","18","0.000","0","2","3"
"124","17","2","18","0.360","0","3","3"
"124","18","7","13","0.745","0","2","3"
"124","19","7","13","0.614","1","2","3"
"124","20","2","18","0.607","0","3","3"
"124","21","4","16","0.851","0","3","3"
"124","22","10","10","0.251","0","1","3"
"124","23","10","10","0.575","0","1","3"
"124","24","4","16","1.997","3","2","3"
"124","25","7","13","1.057","0","2","3"
"124","26","2","18","0.829","3","2","3"
"124","27","4","16","0.397","3","2","3"
"124","28","2","18","0.791","0","3","3"
"124","29","7","13","0.483","0","3","3"
"124","30","10","10","0.611","0","1","3"
"124","31","7","13","0.511","0","2","3"
"124","32","4","16","0.452","2","2","3"
"124","33","7","13","0.724","0","3","3"
"124","34","10","10","0.335","0","1","3"
"124","35","4","16","0.935","0","3","3"
"124","36","2","18","0.921","0","2","3"
"124","37","10","10","1.040","0","1","3"
"124","38","4","16","0.758","0","3","3"
"124","39","7","13","0.709","0","2","3"
"124","40","2","18","0.435","2","2","3"
"124","1","10","10","0.375","0","1","2"
"124","2","7","13","0.623","0","3","2"
"124","3","7","13","0.741","1","3","2"
"124","4","10","10","0.617","0","1","2"
"124","5","4","16","0.602","1","3","2"
"124","6","2","18","0.638","2","2","2"
"124","7","2","18","0.711","0","2","2"
"124","8","7","13","1.832","1","2","2"
"124","9","7","13","0.809","1","2","2"
"124","10","2","18","1.574","0","3","2"
"124","11","2","18","0.001","0","3","2"
"124","12","4","16","0.568","0","2","2"
"124","13","4","16","0.421","2","2","2"
"124","14","4","16","1.290","0","3","2"
"124","15","2","18","0.000","0","2","2"
"124","16","2","18","0.589","1","2","2"
"124","17","2","18","0.688","0","3","2"
"124","18","10","10","0.704","0","1","2"
"124","19","7","13","0.409","1","2","2"
"124","20","4","16","0.489","0","3","2"
"124","21","4","16","1.118","1","2","2"
"124","22","7","13","0.717","0","3","2"
"124","23","10","10","1.242","0","1","2"
"124","24","4","16","0.430","0","2","2"
"124","25","7","13","0.670","1","2","2"
"124","26","2","18","0.519","0","3","2"
"124","27","10","10","0.603","0","1","2"
"124","28","2","18","0.404","0","3","2"
"124","29","10","10","0.857","0","1","2"
"124","30","4","16","0.397","0","3","2"
"124","31","7","13","0.371","0","3","2"
"124","32","10","10","0.458","0","1","2"
"124","33","10","10","0.486","0","1","2"
"124","34","2","18","0.415","0","2","2"
"124","35","4","16","0.712","0","2","2"
"124","36","4","16","1.056","0","3","2"
"124","37","10","10","0.829","0","1","2"
"124","38","10","10","0.671","0","1","2"
"124","39","7","13","0.406","0","2","2"
"124","40","7","13","0.784","0","3","2"
"114","1","4","16","1.806","2","3","2"
"114","2","2","18","0.501","3","2","2"
"114","3","2","18","0.488","3","3","2"
"114","4","2","18","0.474","3","3","2"
"114","5","4","16","1.614","3","2","2"
"114","6","7","13","0.869","0","3","2"
"114","7","10","10","0.568","0","1","2"
"114","8","7","13","0.823","1","3","2"
"114","9","4","16","1.628","3","3","2"
"114","10","10","10","0.491","0","1","2"
"114","11","10","10","0.805","0","1","2"
"114","12","4","16","0.493","3","2","2"
"114","13","10","10","0.524","0","1","2"
"114","14","2","18","0.592","3","2","2"
"114","15","7","13","0.610","3","2","2"
"114","16","7","13","0.698","3","2","2"
"114","17","4","16","0.663","3","2","2"
"114","18","2","18","0.457","3","3","2"
"114","19","2","18","0.584","3","2","2"
"114","20","7","13","1.110","3","2","2"
"114","21","10","10","0.449","0","1","2"
"114","22","2","18","0.568","2","3","2"
"114","23","4","16","0.741","2","3","2"
"114","24","2","18","0.634","3","3","2"
"114","25","7","13","0.574","2","3","2"
"114","26","10","10","0.644","0","1","2"
"114","27","10","10","0.521","0","1","2"
"114","28","4","16","0.711","3","2","2"
"114","29","7","13","0.672","3","2","2"
"114","30","7","13","0.478","3","2","2"
"114","31","10","10","0.609","0","1","2"
"114","32","4","16","0.507","3","3","2"
"114","33","10","10","0.412","0","1","2"
"114","34","4","16","0.823","3","2","2"
"114","35","7","13","1.623","2","3","2"
"114","36","2","18","0.592","3","2","2"
"114","37","2","18","0.575","3","2","2"
"114","38","4","16","0.949","2","3","2"
"114","39","7","13","0.831","2","3","2"
"114","40","10","10","0.652","0","1","2"
"114","1","10","10","0.552","0","1","3"
"114","2","2","18","0.478","3","2","3"
"114","3","7","13","0.623","3","2","3"
"114","4","4","16","1.893","3","3","3"
"114","5","2","18","0.553","3","3","3"
"114","6","2","18","1.219","3","2","3"
"114","7","2","18","0.522","3","3","3"
"114","8","4","16","0.486","2","2","3"
"114","9","7","13","0.540","2","3","3"
"114","10","4","16","0.571","3","3","3"
"114","11","7","13","1.832","2","3","3"
"114","12","2","18","0.602","3","3","3"
"114","13","10","10","0.495","0","1","3"
"114","14","7","13","0.544","2","3","3"
"114","15","4","16","0.481","3","2","3"
"114","16","2","18","0.928","3","2","3"
"114","17","2","18","0.820","3","2","3"
"114","18","10","10","0.487","0","1","3"
"114","19","4","16","0.000","0","3","3"
"114","20","4","16","0.497","3","2","3"
"114","21","10","10","0.490","0","1","3"
"114","22","10","10","1.047","0","1","3"
"114","23","2","18","0.602","3","3","3"
"114","24","7","13","1.577","1","2","3"
"114","25","7","13","0.457","1","2","3"
"114","26","10","10","0.541","0","1","3"
"114","27","2","18","0.799","3","3","3"
"114","28","7","13","0.522","3","2","3"
"114","29","4","16","0.892","3","2","3"
"114","30","4","16","0.513","2","3","3"
"114","31","10","10","0.431","0","1","3"
"114","32","10","10","0.482","0","1","3"
"114","33","7","13","0.503","3","3","3"
"114","34","7","13","0.548","2","2","3"
"114","35","10","10","0.910","0","1","3"
"114","36","2","18","0.906","3","2","3"
"114","37","10","10","0.441","0","1","3"
"114","38","4","16","0.440","3","2","3"
"114","39","4","16","0.516","2","3","3"
"114","40","7","13","0.599","1","3","3"
"114","1","10","10","0.502","0","1","2"
"114","2","4","16","0.995","2","3","2"
"114","3","7","13","0.446","2","3","2"
"114","4","7","13","1.585","3","2","2"
"114","5","2","18","0.679","2","3","2"
"114","6","10","10","0.445","0","1","2"
"114","7","2","18","0.566","3","2","2"
"114","8","10","10","0.554","0","1","2"
"114","9","2","18","0.851","3","3","2"
"114","10","4","16","0.536","3","2","2"
"114","11","4","16","0.578","3","3","2"
"114","12","4","16","0.622","3","2","2"
"114","13","2","18","0.539","3","3","2"
"114","14","2","18","0.781","3","2","2"
"114","15","2","18","0.792","3","3","2"
"114","16","10","10","0.622","0","1","2"
"114","17","7","13","2.325","2","3","2"
"114","18","7","13","0.920","3","3","2"
"114","19","10","10","0.495","0","1","2"
"114","20","4","16","0.979","3","2","2"
"114","21","7","13","0.945","2","3","2"
"114","22","2","18","0.568","3","2","2"
"114","23","7","13","2.397","3","2","2"
"114","24","4","16","0.703","3","2","2"
"114","25","4","16","0.862","2","3","2"
"114","26","10","10","0.508","0","1","2"
"114","27","2","18","0.569","3","3","2"
"114","28","4","16","0.529","3","3","2"
"114","29","10","10","0.555","0","1","2"
"114","30","4","16","0.543","2","3","2"
"114","31","7","13","1.568","3","2","2"
"114","32","10","10","2.008","0","1","2"
"114","33","4","16","1.689","0","2","2"
"114","34","7","13","0.746","2","2","2"
"114","35","2","18","1.363","3","2","2"
"114","36","10","10","0.639","0","1","2"
"114","37","2","18","0.709","3","2","2"
"114","38","7","13","0.951","3","3","2"
"114","39","7","13","0.686","3","2","2"
"114","40","10","10","0.422","0","1","2"
"114","1","10","10","0.541","0","1","3"
"114","2","4","16","0.442","3","3","3"
"114","3","2","18","0.638","3","2","3"
"114","4","7","13","0.632","2","3","3"
"114","5","7","13","0.499","1","3","3"
"114","6","2","18","1.194","3","2","3"
"114","7","2","18","0.921","2","3","3"
"114","8","10","10","0.558","0","1","3"
"114","9","7","13","1.635","2","2","3"
"114","10","2","18","0.625","3","3","3"
"114","11","7","13","1.188","1","2","3"
"114","12","10","10","0.472","0","1","3"
"114","13","10","10","0.544","0","1","3"
"114","14","4","16","0.655","3","3","3"
"114","15","7","13","0.934","2","3","3"
"114","16","4","16","1.661","3","2","3"
"114","17","2","18","0.749","0","3","3"
"114","18","4","16","0.473","3","2","3"
"114","19","2","18","0.500","3","2","3"
"114","20","10","10","0.407","0","1","3"
"114","21","7","13","0.485","2","3","3"
"114","22","2","18","0.557","3","2","3"
"114","23","4","16","1.086","2","3","3"
"114","24","10","10","0.524","0","1","3"
"114","25","7","13","0.589","2","2","3"
"114","26","2","18","0.562","2","3","3"
"114","27","4","16","0.453","3","2","3"
"114","28","10","10","0.554","0","1","3"
"114","29","2","18","0.485","2","3","3"
"114","30","10","10","0.457","0","1","3"
"114","31","4","16","0.757","3","2","3"
"114","32","4","16","0.797","2","3","3"
"114","33","4","16","1.460","3","3","3"
"114","34","7","13","0.477","3","2","3"
"114","35","7","13","0.813","3","2","3"
"114","36","10","10","0.974","0","1","3"
"114","37","2","18","1.065","3","2","3"
"114","38","10","10","0.502","0","1","3"
"114","39","7","13","0.591","2","3","3"
"114","40","4","16","0.652","3","2","3"
"118","1","4","16","1.074","3","3","3"
"118","2","2","18","0.465","3","2","3"
"118","3","2","18","0.451","3","3","3"
"118","4","2","18","0.518","3","3","3"
"118","5","2","18","0.490","3","2","3"
"118","6","10","10","0.328","0","1","3"
"118","7","7","13","0.308","2","2","3"
"118","8","10","10","0.378","0","1","3"
"118","9","4","16","0.592","3","3","3"
"118","10","7","13","0.759","1","3","3"
"118","11","10","10","0.313","0","1","3"
"118","12","4","16","0.528","3","2","3"
"118","13","7","13","0.376","2","2","3"
"118","14","4","16","0.387","3","2","3"
"118","15","7","13","0.446","2","2","3"
"118","16","7","13","1.109","2","3","3"
"118","17","2","18","0.339","3","2","3"
"118","18","2","18","0.460","3","3","3"
"118","19","2","18","0.356","3","2","3"
"118","20","7","13","0.369","2","2","3"
"118","21","10","10","0.349","0","1","3"
"118","22","4","16","0.347","3","3","3"
"118","23","2","18","0.361","3","3","3"
"118","24","2","18","0.341","3","3","3"
"118","25","7","13","0.362","2","3","3"
"118","26","10","10","0.488","0","1","3"
"118","27","10","10","0.533","0","1","3"
"118","28","4","16","0.387","3","2","3"
"118","29","10","10","1.155","0","1","3"
"118","30","10","10","0.425","0","1","3"
"118","31","7","13","0.340","2","3","3"
"118","32","4","16","0.751","3","3","3"
"118","33","10","10","0.600","0","1","3"
"118","34","4","16","0.707","3","2","3"
"118","35","10","10","0.363","0","1","3"
"118","36","2","18","0.491","3","2","3"
"118","37","4","16","0.426","3","2","3"
"118","38","4","16","0.408","3","3","3"
"118","39","7","13","0.386","2","2","3"
"118","40","7","13","0.680","2","3","3"
"118","1","7","13","2.313","1","3","2"
"118","2","2","18","0.368","3","2","2"
"118","3","10","10","0.392","0","1","2"
"118","4","4","16","0.414","3","3","2"
"118","5","2","18","0.490","3","3","2"
"118","6","4","16","0.317","3","2","2"
"118","7","2","18","0.395","3","3","2"
"118","8","4","16","2.448","3","2","2"
"118","9","10","10","0.381","0","1","2"
"118","10","4","16","0.437","2","3","2"
"118","11","7","13","0.473","2","3","2"
"118","12","2","18","0.332","3","3","2"
"118","13","7","13","0.408","2","2","2"
"118","14","10","10","0.490","0","1","2"
"118","15","2","18","0.000","0","2","2"
"118","16","4","16","0.513","3","2","2"
"118","17","2","18","0.405","3","2","2"
"118","18","10","10","0.337","0","1","2"
"118","19","2","18","0.325","3","3","2"
"118","20","4","16","0.473","3","2","2"
"118","21","10","10","0.467","0","1","2"
"118","22","7","13","1.968","2","3","2"
"118","23","4","16","0.420","3","3","2"
"118","24","7","13","2.434","3","2","2"
"118","25","10","10","0.330","0","1","2"
"118","26","10","10","0.399","0","1","2"
"118","27","2","18","0.337","3","3","2"
"118","28","7","13","0.555","2","2","2"
"118","29","4","16","1.437","3","2","2"
"118","30","4","16","0.466","3","3","2"
"118","31","10","10","0.761","0","1","2"
"118","32","7","13","1.212","2","2","2"
"118","33","7","13","0.273","1","3","2"
"118","34","7","13","0.517","2","2","2"
"118","35","10","10","0.335","0","1","2"
"118","36","2","18","0.467","3","2","2"
"118","37","7","13","0.411","2","3","2"
"118","38","2","18","0.345","3","2","2"
"118","39","4","16","0.413","3","3","2"
"118","40","10","10","0.392","0","1","2"
"118","1","7","13","0.356","2","2","3"
"118","2","4","16","0.481","3","3","3"
"118","3","10","10","0.323","0","1","3"
"118","4","10","10","0.415","0","1","3"
"118","5","2","18","0.453","3","3","3"
"118","6","7","13","0.411","2","3","3"
"118","7","2","18","0.499","3","2","3"
"118","8","7","13","0.511","2","2","3"
"118","9","2","18","0.536","3","3","3"
"118","10","2","18","0.493","3","2","3"
"118","11","4","16","1.143","3","3","3"
"118","12","4","16","0.867","3","2","3"
"118","13","2","18","0.672","3","3","3"
"118","14","4","16","0.514","3","2","3"
"118","15","4","16","0.725","3","3","3"
"118","16","10","10","0.000","0","1","3"
"118","17","7","13","0.338","2","2","3"
"118","18","7","13","0.446","2","3","3"
"118","19","10","10","0.477","0","1","3"
"118","20","2","18","0.328","3","2","3"
"118","21","10","10","0.358","0","1","3"
"118","22","2","18","0.614","3","2","3"
"118","23","7","13","0.451","2","2","3"
"118","24","4","16","0.468","2","2","3"
"118","25","2","18","0.379","3","3","3"
"118","26","10","10","0.394","0","1","3"
"118","27","2","18","0.367","3","3","3"
"118","28","4","16","0.327","3","3","3"
"118","29","7","13","0.384","2","2","3"
"118","30","4","16","0.309","3","3","3"
"118","31","7","13","0.486","2","3","3"
"118","32","10","10","0.701","0","1","3"
"118","33","4","16","0.151","3","2","3"
"118","34","10","10","0.464","0","1","3"
"118","35","2","18","0.392","3","2","3"
"118","36","10","10","1.092","0","1","3"
"118","37","4","16","0.427","3","2","3"
"118","38","10","10","0.428","0","1","3"
"118","39","7","13","0.380","2","3","3"
"118","40","7","13","0.564","2","3","3"
"118","1","7","13","0.376","2","3","2"
"118","2","4","16","0.469","3","3","2"
"118","3","2","18","0.584","3","2","2"
"118","4","10","10","0.402","0","1","2"
"118","5","10","10","0.916","0","1","2"
"118","6","4","16","0.300","3","2","2"
"118","7","2","18","0.619","3","3","2"
"118","8","7","13","0.447","2","3","2"
"118","9","10","10","0.485","0","1","2"
"118","10","2","18","0.355","3","3","2"
"118","11","7","13","0.374","2","2","2"
"118","12","10","10","0.330","0","1","2"
"118","13","10","10","0.489","0","1","2"
"118","14","4","16","0.713","3","3","2"
"118","15","7","13","1.608","2","3","2"
"118","16","4","16","0.543","3","2","2"
"118","17","2","18","0.359","3","3","2"
"118","18","2","18","0.804","3","2","2"
"118","19","4","16","0.558","3","2","2"
"118","20","7","13","0.545","2","3","2"
"118","21","7","13","1.063","2","2","2"
"118","22","2","18","0.791","3","2","2"
"118","23","2","18","0.424","3","3","2"
"118","24","10","10","0.534","0","1","2"
"118","25","10","10","0.000","0","1","2"
"118","26","4","16","0.325","3","3","2"
"118","27","4","16","0.311","3","2","2"
"118","28","10","10","0.452","0","1","2"
"118","29","2","18","0.383","3","3","2"
"118","30","7","13","0.402","3","2","2"
"118","31","4","16","2.590","3","2","2"
"118","32","4","16","0.518","3","3","2"
"118","33","4","16","0.582","3","3","2"
"118","34","7","13","0.447","2","3","2"
"118","35","7","13","0.791","2","2","2"
"118","36","10","10","0.536","0","1","2"
"118","37","2","18","0.387","3","2","2"
"118","38","7","13","0.368","2","2","2"
"118","39","10","10","0.417","0","1","2"
"118","40","2","18","0.015","3","2","2"
"112","1","4","16","0.000","0","3","2"
"112","2","7","13","0.672","2","2","2"
"112","3","10","10","0.406","0","1","2"
"112","4","2","18","0.787","3","2","2"
"112","5","7","13","0.938","2","3","2"
"112","6","10","10","0.587","0","1","2"
"112","7","2","18","1.159","3","3","2"
"112","8","7","13","1.467","2","3","2"
"112","9","2","18","0.478","3","3","2"
"112","10","4","16","0.820","3","3","2"
"112","11","2","18","0.533","3","3","2"
"112","12","7","13","0.797","2","2","2"
"112","13","2","18","0.489","3","2","2"
"112","14","10","10","0.481","0","1","2"
"112","15","4","16","0.653","3","3","2"
"112","16","10","10","0.783","0","1","2"
"112","17","2","18","0.438","3","3","2"
"112","18","4","16","0.501","2","2","2"
"112","19","4","16","0.383","3","2","2"
"112","20","7","13","0.613","2","3","2"
"112","21","2","18","0.639","3","2","2"
"112","22","10","10","0.989","0","1","2"
"112","23","7","13","0.462","2","3","2"
"112","24","2","18","0.583","3","2","2"
"112","25","7","13","1.171","2","2","2"
"112","26","10","10","0.000","0","1","2"
"112","27","10","10","0.810","0","1","2"
"112","28","4","16","1.453","2","2","2"
"112","29","7","13","0.470","2","3","2"
"112","30","10","10","0.981","0","1","2"
"112","31","4","16","0.380","3","2","2"
"112","32","2","18","0.000","0","3","2"
"112","33","2","18","0.674","3","2","2"
"112","34","4","16","2.492","3","3","2"
"112","35","4","16","1.501","2","2","2"
"112","36","4","16","1.015","2","3","2"
"112","37","7","13","0.706","3","2","2"
"112","38","10","10","0.465","3","1","2"
"112","39","7","13","0.974","2","2","2"
"112","40","10","10","1.638","0","1","2"
"112","1","10","10","0.563","0","1","3"
"112","2","7","13","2.187","1","2","3"
"112","3","4","16","0.821","3","3","3"
"112","4","2","18","1.588","1","2","3"
"112","5","2","18","0.000","0","3","3"
"112","6","10","10","0.590","0","1","3"
"112","7","7","13","1.052","1","2","3"
"112","8","4","16","0.740","3","2","3"
"112","9","4","16","0.694","3","2","3"
"112","10","10","10","0.478","0","1","3"
"112","11","2","18","0.607","3","3","3"
"112","12","4","16","1.006","3","3","3"
"112","13","2","18","0.611","3","3","3"
"112","14","7","13","0.510","2","3","3"
"112","15","2","18","0.000","0","2","3"
"112","16","10","10","0.451","0","1","3"
"112","17","7","13","1.217","2","3","3"
"112","18","4","16","0.849","2","2","3"
"112","19","2","18","0.497","1","2","3"
"112","20","2","18","0.763","3","3","3"
"112","21","10","10","0.576","0","1","3"
"112","22","4","16","0.603","3","3","3"
"112","23","10","10","0.355","0","1","3"
"112","24","10","10","0.456","0","1","3"
"112","25","7","13","0.696","2","2","3"
"112","26","4","16","0.486","2","2","3"
"112","27","7","13","0.000","0","3","3"
"112","28","2","18","0.994","2","3","3"
"112","29","7","13","2.023","1","3","3"
"112","30","7","13","0.770","1","2","3"
"112","31","4","16","0.102","1","2","3"
"112","32","10","10","0.460","0","1","3"
"112","33","2","18","0.494","3","2","3"
"112","34","2","18","0.909","0","2","3"
"112","35","7","13","2.391","1","2","3"
"112","36","10","10","0.715","0","1","3"
"112","37","4","16","0.413","2","3","3"
"112","38","4","16","0.715","1","3","3"
"112","39","10","10","0.924","0","1","3"
"112","40","7","13","0.554","1","3","3"
"112","1","2","18","0.351","3","2","2"
"112","2","2","18","1.063","3","2","2"
"112","3","4","16","1.003","2","3","2"
"112","4","7","13","0.521","1","3","2"
"112","5","2","18","0.000","0","3","2"
"112","6","10","10","0.817","0","1","2"
"112","7","2","18","0.669","2","3","2"
"112","8","7","13","1.806","2","3","2"
"112","9","10","10","0.424","0","1","2"
"112","10","7","13","1.323","1","2","2"
"112","11","10","10","0.411","1","1","2"
"112","12","4","16","0.000","0","3","2"
"112","13","7","13","0.587","1","2","2"
"112","14","10","10","0.580","0","1","2"
"112","15","4","16","0.743","2","2","2"
"112","16","4","16","1.255","2","2","2"
"112","17","2","18","1.596","2","3","2"
"112","18","7","13","0.469","2","2","2"
"112","19","10","10","0.050","0","1","2"
"112","20","4","16","0.507","2","3","2"
"112","21","2","18","0.920","1","3","2"
"112","22","7","13","0.359","1","3","2"
"112","23","10","10","0.000","0","1","2"
"112","24","2","18","0.897","3","2","2"
"112","25","7","13","0.015","1","2","2"
"112","26","2","18","0.561","3","2","2"
"112","27","4","16","0.577","2","2","2"
"112","28","2","18","0.676","2","3","2"
"112","29","10","10","0.702","0","1","2"
"112","30","10","10","0.712","0","1","2"
"112","31","7","13","0.000","0","3","2"
"112","32","4","16","0.512","2","2","2"
"112","33","7","13","0.904","2","3","2"
"112","34","7","13","0.539","2","2","2"
"112","35","4","16","2.747","2","3","2"
"112","36","2","18","0.454","2","2","2"
"112","37","10","10","0.000","0","1","2"
"112","38","4","16","0.458","1","3","2"
"112","39","10","10","0.617","0","1","2"
"112","40","4","16","0.000","0","2","2"
"112","1","7","13","0.441","2","3","3"
"112","2","10","10","0.922","0","1","3"
"112","3","10","10","1.007","0","1","3"
"112","4","7","13","0.740","2","2","3"
"112","5","4","16","0.460","3","3","3"
"112","6","2","18","0.385","3","2","3"
"112","7","4","16","2.218","2","2","3"
"112","8","10","10","0.827","0","1","3"
"112","9","7","13","0.677","1","2","3"
"112","10","2","18","0.530","3","3","3"
"112","11","2","18","0.507","3","3","3"
