"subid","trial","offer_other","offer_self","RT","dec","emotion","party"
"122","2","4","16","2.065","3","3","3"
"122","3","2","18","0.388","3","2","3"
"122","4","7","13","0.694","2","3","3"
"122","5","7","13","0.496","2","3","3"
"122","6","2","18","0.368","3","2","3"
"122","7","2","18","0.463","3","3","3"
"122","8","10","10","0.740","0","1","3"
"122","9","7","13","0.000","0","3","3"
"122","10","2","18","0.527","3","3","3"
"122","11","7","13","0.426","2","2","3"
"122","12","10","10","0.000","0","1","3"
"122","13","10","10","0.397","0","1","3"
"122","14","4","16","0.397","3","3","3"
"122","15","7","13","0.364","2","2","3"
"122","16","4","16","0.388","3","2","3"
"122","17","2","18","0.611","3","3","3"
"122","18","4","16","0.495","3","2","3"
"122","19","2","18","0.434","3","2","3"
"122","20","10","10","0.652","0","1","3"
"122","21","7","13","0.379","2","3","3"
"122","22","2","18","0.563","3","2","3"
"122","23","4","16","0.380","3","3","3"
"122","24","10","10","0.506","0","1","3"
"122","25","7","13","0.419","2","2","3"
"122","26","2","18","0.632","3","3","3"
"122","27","4","16","1.011","3","2","3"
"122","28","10","10","1.463","0","1","3"
"122","29","2","18","0.435","3","3","3"
"122","30","10","10","0.446","0","1","3"
"122","31","4","16","0.435","3","2","3"
"122","32","4","16","0.427","3","3","3"
"122","33","4","16","0.849","3","3","3"
"122","34","7","13","0.619","2","3","3"
"122","35","7","13","0.467","2","2","3"
"122","36","10","10","0.596","0","1","3"
"122","37","2","18","1.039","3","2","3"
"122","38","10","10","0.540","0","1","3"
"122","39","7","13","0.413","2","2","3"
"122","40","4","16","0.466","3","2","3"
"130","1","4","16","1.848","2","3","2"
"130","2","2","18","0.678","3","2","2"
"130","3","2","18","1.073","3","3","2"
"130","4","2","18","1.051","3","3","2"
"130","5","4","16","2.847","2","2","2"
"130","6","7","13","1.350","1","3","2"
"130","7","10","10","0.833","0","1","2"
"130","8","7","13","1.848","1","2","2"
"130","9","4","16","1.806","2","3","2"
"130","10","10","10","1.197","0","1","2"
"130","11","10","10","1.334","0","1","2"
"130","12","4","16","2.486","3","2","2"
"130","13","10","10","0.446","0","1","2"
"130","14","2","18","0.354","3","2","2"
"130","15","7","13","0.820","1","3","2"
"130","16","7","13","1.044","1","3","2"
"130","17","4","16","0.777","2","2","2"
"130","18","2","18","0.954","3","3","2"
"130","19","2","18","0.826","3","2","2"
"130","20","7","13","1.223","1","3","2"
"130","21","10","10","0.803","0","1","2"
"130","22","2","18","0.785","3","3","2"
"130","23","4","16","1.206","2","3","2"
"130","24","2","18","2.955","3","3","2"
"130","25","7","13","0.400","1","2","2"
"130","26","10","10","0.630","0","1","2"
"130","27","10","10","1.155","0","1","2"
"130","28","4","16","1.177","2","2","2"
"130","29","7","13","0.818","1","2","2"
"130","30","7","13","0.912","1","2","2"
"130","31","10","10","1.754","0","1","2"
"130","32","4","16","1.893","2","3","2"
"130","33","10","10","1.014","0","1","2"
"130","34","4","16","0.905","2","2","2"
"130","35","7","13","0.681","1","2","2"
"130","36","2","18","0.786","3","2","2"
"130","37","2","18","0.625","3","2","2"
"130","38","4","16","0.910","2","3","2"
"130","39","7","13","0.961","1","3","2"
"130","40","10","10","0.662","0","1","2"
"130","1","10","10","0.418","0","1","3"
"130","2","2","18","0.720","2","2","3"
"130","3","7","13","2.161","0","3","3"
"130","4","4","16","0.951","1","3","3"
"130","5","2","18","2.371","2","3","3"
"130","6","2","18","1.389","3","2","3"
"130","7","2","18","1.836","2","3","3"
"130","8","4","16","1.096","2","2","3"
"130","9","7","13","2.814","0","3","3"
"130","10","4","16","2.965","1","3","3"
"130","11","7","13","0.554","0","3","3"
"130","12","2","18","1.068","2","3","3"
"130","13","10","10","0.513","0","1","3"
"130","14","7","13","2.354","1","3","3"
"130","15","4","16","0.739","2","2","3"
"130","16","2","18","2.122","2","2","3"
"130","17","2","18","2.070","3","2","3"
"130","18","10","10","1.049","0","1","3"
"130","19","4","16","0.806","1","3","3"
"130","20","4","16","0.000","0","2","3"
"130","21","10","10","0.300","0","1","3"
"130","22","10","10","0.601","0","1","3"
"130","23","2","18","0.388","2","3","3"
"130","24","7","13","0.531","0","3","3"
"130","25","7","13","0.579","1","2","3"
"130","26","10","10","0.432","0","1","3"
"130","27","2","18","0.538","2","3","3"
"130","28","7","13","1.420","1","2","3"
"130","29","4","16","1.630","1","2","3"
"130","30","4","16","0.643","1","3","3"
"130","31","10","10","0.545","0","1","3"
"130","32","10","10","0.693","0","1","3"
"130","33","7","13","1.066","0","2","3"
"130","34","7","13","1.095","0","2","3"
"130","35","10","10","0.657","0","1","3"
"130","36","2","18","0.677","2","2","3"
"130","37","10","10","0.836","0","1","3"
"130","38","4","16","1.298","1","2","3"
"130","39","4","16","0.670","2","3","3"
"130","40","7","13","1.145","0","2","3"
"130","1","10","10","0.986","0","1","2"
"130","2","4","16","1.695","2","3","2"
"130","3","7","13","1.866","1","3","2"
"130","4","7","13","1.237","0","3","2"
"130","5","2","18","0.443","3","3","2"
"130","6","10","10","0.353","0","1","2"
"130","7","2","18","0.626","3","2","2"
"130","8","10","10","0.446","0","1","2"
"130","9","2","18","0.687","3","3","2"
"130","10","4","16","0.000","0","2","2"
"130","11","4","16","0.829","2","3","2"
"130","12","4","16","0.610","3","2","2"
"130","13","2","18","0.911","3","3","2"
"130","14","2","18","1.001","3","2","2"
"130","15","2","18","0.396","2","3","2"
"130","16","10","10","0.650","0","1","2"
"130","17","7","13","1.113","0","2","2"
"130","18","7","13","0.621","0","3","2"
"130","19","10","10","0.683","0","1","2"
"130","20","4","16","0.575","2","2","2"
"130","21","7","13","1.021","1","2","2"
"130","22","2","18","0.404","3","2","2"
"130","23","7","13","0.673","0","2","2"
"130","24","4","16","0.707","2","2","2"
"130","25","4","16","0.770","1","3","2"
"130","26","10","10","0.649","0","1","2"
"130","27","2","18","0.646","3","3","2"
"130","28","4","16","1.229","1","3","2"
"130","29","10","10","0.399","0","1","2"
"130","30","4","16","1.075","1","3","2"
"130","31","7","13","1.796","1","2","2"
"130","32","10","10","0.524","0","1","2"
"130","33","4","16","0.758","2","2","2"
"130","34","7","13","1.047","1","3","2"
"130","35","2","18","0.664","3","2","2"
"130","36","10","10","0.643","0","1","2"
"130","37","2","18","0.530","3","2","2"
"130","38","7","13","0.763","0","3","2"
"130","39","7","13","0.859","1","2","2"
"130","40","10","10","0.547","0","1","2"
"130","1","10","10","0.610","0","1","3"
"130","2","4","16","0.376","1","3","3"
"130","3","2","18","0.571","2","2","3"
"130","4","7","13","0.757","0","3","3"
"130","5","7","13","0.831","0","3","3"
"130","6","2","18","1.183","3","2","3"
"130","7","2","18","0.406","2","3","3"
"130","8","10","10","0.363","0","1","3"
"130","9","7","13","0.648","0","2","3"
"130","10","2","18","0.510","2","3","3"
"130","11","7","13","0.673","0","3","3"
"130","12","10","10","0.589","0","1","3"
"130","13","10","10","0.597","0","1","3"
"130","14","4","16","1.509","1","3","3"
"130","15","7","13","0.675","0","2","3"
"130","16","4","16","1.810","2","2","3"
"130","17","2","18","1.514","1","3","3"
"130","18","4","16","0.967","2","2","3"
"130","19","2","18","0.921","3","2","3"
"130","20","10","10","0.532","0","1","3"
"130","21","7","13","0.771","0","2","3"
"130","22","2","18","0.378","2","2","3"
"130","23","4","16","0.539","1","3","3"
"130","24","10","10","0.378","0","1","3"
"130","25","7","13","1.355","1","3","3"
"130","26","2","18","0.376","2","3","3"
"130","27","4","16","0.874","2","2","3"
"130","28","10","10","0.431","0","1","3"
"130","29","2","18","0.531","1","3","3"
"130","30","10","10","0.461","0","1","3"
"130","31","4","16","0.898","1","2","3"
"130","32","4","16","1.770","2","3","3"
"130","33","4","16","1.456","1","3","3"
"130","34","7","13","0.626","0","2","3"
"130","35","7","13","0.835","0","2","3"
"130","36","10","10","0.396","0","1","3"
"130","37","2","18","0.335","2","2","3"
"130","38","10","10","0.467","0","1","3"
"130","39","7","13","0.468","0","3","3"
"130","40","4","16","0.786","2","2","3"
"106","1","4","16","0.603","3","3","2"
"106","2","2","18","0.905","3","2","2"
"106","3","2","18","1.507","3","3","2"
"106","4","2","18","0.614","3","3","2"
"106","5","4","16","0.442","3","2","2"
"106","6","7","13","0.433","2","3","2"
"106","7","10","10","0.412","0","1","2"
"106","8","7","13","0.554","2","2","2"
"106","9","4","16","0.593","3","3","2"
"106","10","10","10","0.471","0","1","2"
"106","11","10","10","0.864","0","1","2"
"106","12","4","16","0.409","3","2","2"
"106","13","10","10","0.400","0","1","2"
"106","14","2","18","0.475","3","2","2"
"106","15","7","13","0.614","2","2","2"
"106","16","7","13","0.534","2","2","2"
"106","17","4","16","0.467","3","2","2"
"106","18","2","18","0.589","3","3","2"
"106","19","2","18","0.733","3","2","2"
"106","20","7","13","0.386","2","2","2"
"106","21","10","10","0.389","0","1","2"
"106","22","2","18","1.492","3","3","2"
"106","23","4","16","1.425","3","3","2"
"106","24","2","18","0.518","3","3","2"
"106","25","7","13","1.274","2","3","2"
"106","26","10","10","0.712","0","1","2"
"106","27","10","10","1.133","0","1","2"
"106","28","4","16","0.563","3","2","2"
"106","29","7","13","0.699","2","3","2"
"106","30","7","13","0.474","2","3","2"
"106","31","10","10","0.477","0","1","2"
"106","32","4","16","1.463","3","3","2"
"106","33","10","10","0.832","0","1","2"
"106","34","4","16","0.667","3","2","2"
"106","35","7","13","0.707","2","3","2"
"106","36","2","18","2.412","3","2","2"
"106","37","2","18","0.491","3","2","2"
"106","38","4","16","1.033","3","3","2"
"106","39","7","13","0.435","3","2","2"
"106","40","10","10","0.544","0","1","2"
"106","1","10","10","0.767","0","1","3"
"106","2","2","18","1.781","3","2","3"
"106","3","7","13","0.622","2","3","3"
"106","4","4","16","0.444","3","3","3"
"106","5","2","18","0.720","3","3","3"
"106","6","2","18","0.474","3","2","3"
"106","7","2","18","2.032","3","3","3"
"106","8","4","16","0.717","3","2","3"
"106","9","7","13","0.514","2","2","3"
"106","10","4","16","0.978","3","3","3"
"106","11","7","13","0.535","2","3","3"
"106","12","2","18","0.673","3","3","3"
"106","13","10","10","0.670","0","1","3"
"106","14","7","13","0.439","3","2","3"
"106","15","4","16","0.608","3","2","3"
"106","16","2","18","0.766","3","2","3"
"106","17","2","18","0.707","3","2","3"
"106","18","10","10","0.766","0","1","3"
"106","19","4","16","1.178","3","3","3"
"106","20","4","16","0.791","3","2","3"
"106","21","10","10","0.521","0","1","3"
"106","22","10","10","0.974","0","1","3"
"106","23","2","18","0.689","3","3","3"
"106","24","7","13","0.952","2","3","3"
"106","25","7","13","1.616","2","3","3"
"106","26","10","10","0.549","0","1","3"
"106","27","2","18","0.758","3","3","3"
"106","28","7","13","0.657","2","2","3"
"106","29","4","16","0.443","3","2","3"
"106","30","4","16","1.008","3","3","3"
"106","31","10","10","1.094","0","1","3"
"106","32","10","10","0.921","0","1","3"
"106","33","7","13","0.543","2","3","3"
"106","34","7","13","1.212","2","2","3"
"106","35","10","10","0.548","0","1","3"
"106","36","2","18","0.937","3","2","3"
"106","37","10","10","0.568","0","1","3"
"106","38","4","16","0.606","3","2","3"
"106","39","4","16","0.523","3","3","3"
"106","40","7","13","1.174","3","2","3"
"106","1","10","10","0.748","0","1","2"
"106","2","4","16","0.568","3","3","2"
"106","3","7","13","0.595","3","2","2"
"106","4","7","13","0.487","2","2","2"
"106","5","2","18","0.620","3","3","2"
"106","6","10","10","0.699","0","1","2"
"106","7","2","18","0.595","3","2","2"
"106","8","10","10","0.679","0","1","2"
"106","9","2","18","0.513","3","3","2"
"106","10","4","16","1.348","3","2","2"
"106","11","4","16","1.046","3","3","2"
"106","12","4","16","1.595","2","2","2"
"106","13","2","18","0.480","3","3","2"
"106","14","2","18","0.586","3","2","2"
"106","15","2","18","0.669","3","3","2"
"106","16","10","10","0.451","0","1","2"
"106","17","7","13","0.451","2","3","2"
"106","18","7","13","1.166","2","3","2"
"106","19","10","10","1.276","1","1","2"
"106","20","4","16","0.512","3","2","2"
"106","21","7","13","0.471","3","2","2"
"106","22","2","18","0.430","3","2","2"
"106","23","7","13","0.515","2","2","2"
"106","24","4","16","0.428","3","2","2"
"106","25","4","16","1.707","3","3","2"
"106","26","10","10","0.650","0","1","2"
"106","27","2","18","0.607","3","3","2"
"106","28","4","16","1.183","2","3","2"
"106","29","10","10","0.504","0","1","2"
"106","30","4","16","0.773","3","3","2"
"106","31","7","13","1.126","2","3","2"
"106","32","10","10","0.445","0","1","2"
"106","33","4","16","0.607","3","2","2"
"106","34","7","13","1.328","3","2","2"
"106","35","2","18","0.000","0","2","2"
"106","36","10","10","0.428","0","1","2"
"106","37","2","18","0.779","3","2","2"
"106","38","7","13","0.436","2","3","2"
"106","39","7","13","0.484","2","3","2"
"106","40","10","10","0.556","0","1","2"
"106","1","10","10","0.641","0","1","3"
"106","2","4","16","1.438","3","3","3"
"106","3","2","18","0.793","3","2","3"
"106","4","7","13","0.482","2","2","3"
"106","5","7","13","0.389","2","3","3"
"106","6","2","18","1.453","3","2","3"
"106","7","2","18","0.892","3","3","3"
"106","8","10","10","0.520","0","1","3"
"106","9","7","13","0.446","2","3","3"
"106","10","2","18","1.404","3","3","3"
"106","11","7","13","0.927","2","3","3"
"106","12","10","10","2.795","0","1","3"
"106","13","10","10","0.659","0","1","3"
"106","14","4","16","0.538","3","3","3"
"106","15","7","13","2.033","2","2","3"
"106","16","4","16","0.616","3","2","3"
"106","17","2","18","0.896","3","3","3"
"106","18","4","16","0.780","3","2","3"
"106","19","2","18","0.727","3","2","3"
"106","20","10","10","0.385","0","1","3"
"106","21","7","13","0.632","2","3","3"
"106","22","2","18","0.432","3","2","3"
"106","23","4","16","0.529","3","3","3"
"106","24","10","10","0.319","0","1","3"
"106","25","7","13","0.680","2","2","3"
"106","26","2","18","1.621","2","3","3"
"106","27","4","16","1.472","3","2","3"
"106","28","10","10","0.524","0","1","3"
"106","29","2","18","0.600","3","3","3"
"106","30","10","10","0.379","0","1","3"
"106","31","4","16","0.720","3","2","3"
"106","32","4","16","1.416","3","3","3"
"106","33","4","16","0.702","3","3","3"
"106","34","7","13","0.536","2","2","3"
"106","35","7","13","0.560","2","3","3"
"106","36","10","10","0.473","0","1","3"
"106","37","2","18","0.476","3","2","3"
"106","38","10","10","0.449","0","1","3"
"106","39","7","13","0.562","2","2","3"
"106","40","4","16","1.455","3","2","3"
"103","1","7","13","0.717","3","2","3"
"103","2","4","16","0.673","2","3","3"
"103","3","10","10","0.652","0","1","3"
"103","4","10","10","0.584","0","1","3"
"103","5","2","18","0.558","3","3","3"
"103","6","7","13","0.5","2","3","3"
"103","7","2","18","0.572","3","2","3"
"103","8","7","13","0.568","3","2","3"
"103","9","2","18","0.594","2","3","3"
"103","10","2","18","0.646","3","2","3"
"103","11","4","16","0.576","2","3","3"
"103","12","4","16","0.532","3","2","3"
"103","13","2","18","0.569","3","3","3"
"103","14","4","16","0.7","3","2","3"
"103","15","4","16","0.639","3","3","3"
"103","16","10","10","0.797","0","1","3"
"103","17","7","13","0.62","1","3","3"
"103","18","7","13","0.679","1","3","3"
"103","19","10","10","0.574","0","1","3"
"103","20","2","18","0.546","3","2","3"
"103","21","10","10","0.656","0","1","3"
"103","22","2","18","1.096","3","2","3"
"103","23","7","13","0.556","3","2","3"
"103","24","4","16","0.47","3","2","3"
"103","25","2","18","0.596","2","3","3"
"103","26","10","10","0.579","0","1","3"
"103","27","2","18","0.536","3","3","3"
"103","28","4","16","0.737","2","3","3"
"103","29","7","13","0.601","3","2","3"
"103","30","4","16","0.606","2","3","3"
"103","31","7","13","0.496","3","2","3"
"103","32","10","10","0.423","0","1","3"
"103","33","4","16","0.649","3","2","3"
"103","34","10","10","0.73","0","1","3"
"103","35","2","18","0.474","3","2","3"
"103","36","10","10","0.615","0","1","3"
"103","37","4","16","0.317","3","2","3"
"103","38","10","10","0.535","0","1","3"
"103","39","7","13","0.461","1","3","3"
"103","40","7","13","0.638","1","3","3"
"103","1","7","13","0.782","1","3","2"
"103","2","4","16","0.771","2","3","2"
"103","3","2","18","0.718","3","2","2"
"103","4","10","10","0.559","0","1","2"
"103","5","10","10","0.667","0","1","2"
"103","6","4","16","0.49","3","2","2"
"103","7","2","18","0.522","2","3","2"
"103","8","7","13","0.557","3","2","2"
"103","9","10","10","0.555","0","1","2"
"103","10","2","18","0.473","3","3","2"
"103","11","7","13","0.588","1","3","2"
"103","12","10","10","0.48","0","1","2"
"103","13","10","10","0.576","0","1","2"
"103","14","4","16","1.04","2","3","2"
"103","15","7","13","0.438","3","3","2"
"103","16","4","16","0.342","3","2","2"
"103","17","2","18","0.254","3","3","2"
"103","18","2","18","0.665","3","2","2"
"103","19","4","16","0.556","3","2","2"
"103","20","7","13","0.495","3","2","2"
"103","21","7","13","0.525","3","2","2"
"103","22","2","18","0.541","3","2","2"
"103","23","2","18","0.39","2","3","2"
"103","24","10","10","0.388","0","1","2"
"103","25","10","10","0.573","0","1","2"
"103","26","4","16","0.427","3","3","2"
"103","27","4","16","0.485","3","2","2"
"103","28","10","10","0.722","0","1","2"
"103","29","2","18","0.509","2","3","2"
"103","30","7","13","0.544","3","2","2"
"103","31","4","16","0.461","3","2","2"
"103","32","4","16","0.9","3","3","2"
"103","33","4","16","0.708","3","3","2"
"103","34","7","13","0.405","3","3","2"
"103","35","7","13","1.197","1","3","2"
"103","36","10","10","0.702","0","1","2"
"103","37","2","18","0.538","3","2","2"
"103","38","7","13","0.342","3","2","2"
"103","39","10","10","0.623","0","1","2"
"103","40","2","18","0.373","3","2","2"
"103","1","4","16","0.653","3","3","3"
"103","2","7","13","0.414","3","3","3"
"103","3","10","10","0.636","0","1","3"
"103","4","2","18","0.441","3","2","3"
"103","5","7","13","0.744","2","3","3"
"103","6","10","10","0.721","0","1","3"
"103","7","2","18","1.021","3","3","3"
"103","8","7","13","0.49","3","2","3"
"103","9","2","18","0.604","3","3","3"
"103","10","4","16","0.482","3","3","3"
"103","11","2","18","0.42","3","3","3"
"103","12","7","13","0.931","3","2","3"
"103","13","2","18","0.767","3","2","3"
"103","14","10","10","0.598","0","1","3"
"103","15","4","16","0.66","3","3","3"
"103","16","10","10","0.516","0","1","3"
"103","17","2","18","0.532","3","3","3"
"103","18","4","16","0.868","3","2","3"
"103","19","4","16","0.589","3","2","3"
"103","20","7","13","0.476","3","2","3"
"103","21","2","18","0.766","3","2","3"
"103","22","10","10","0.396","0","1","3"
"103","23","7","13","0.501","1","3","3"
"103","24","2","18","1.022","3","2","3"
"103","25","7","13","0.602","2","3","3"
"103","26","10","10","0.713","0","1","3"
"103","27","10","10","0.833","0","1","3"
"103","28","4","16","0.668","3","2","3"
"103","29","7","13","0.828","3","2","3"
"103","30","10","10","0.516","0","1","3"
"103","31","4","16","0.611","2","2","3"
"103","32","2","18","0.874","3","3","3"
"103","33","2","18","0.688","3","2","3"
"103","34","4","16","0.979","3","3","3"
"103","35","4","16","0.435","3","2","3"
"103","36","4","16","0.685","3","3","3"
"103","37","7","13","0.384","2","3","3"
"103","38","10","10","0.431","0","1","3"
"103","39","7","13","0.573","3","2","3"
"103","40","10","10","0.382","0","1","3"
"103","1","10","10","0.561","0","1","2"
"103","2","7","13","0.329","3","3","2"
"103","3","4","16","0.667","3","3","2"
"103","4","2","18","0.65","3","2","2"
"103","5","2","18","0.499","2","3","2"
"103","6","10","10","0.571","0","1","2"
"103","7","7","13","0.434","3","2","2"
"103","8","4","16","0.442","3","2","2"
"103","9","4","16","0.557","3","2","2"
"103","10","10","10","0.492","0","1","2"
"103","11","2","18","0.485","2","3","2"
"103","12","4","16","0.852","3","3","2"
"103","13","2","18","0.569","3","3","2"
"103","14","7","13","0.452","3","2","2"
"103","15","2","18","0.566","3","2","2"
"103","16","10","10","0.521","0","1","2"
"103","17","7","13","0.431","3","3","2"
"103","18","4","16","1.327","3","2","2"
"103","19","2","18","0.646","3","2","2"
"103","20","2","18","0.585","2","3","2"
"103","21","10","10","2.494","0","1","2"
"103","22","4","16","0.521","3","3","2"
"103","23","10","10","0.433","0","1","2"
"103","24","10","10","0.582","0","1","2"
"103","25","7","13","0.686","3","2","2"
"103","26","4","16","0.555","3","2","2"
"103","27","7","13","0.322","1","3","2"
"103","28","2","18","0.576","2","3","2"
"103","29","7","13","0.565","1","3","2"
"103","30","7","13","0.585","1","3","2"
"103","31","4","16","0.556","3","2","2"
"103","32","10","10","0.298","0","1","2"
"103","33","2","18","0.412","3","2","2"
"103","34","2","18","0.411","3","2","2"
"103","35","7","13","0.47","3","2","2"
"103","36","10","10","0.466","0","1","2"
"103","37","4","16","0.484","3","3","2"
"103","38","4","16","0.713","2","3","2"
"103","39","10","10","0.577","0","1","2"
"103","40","7","13","0.569","3","2","2"
"123","1","10","10","0.607","0","1","2"
"123","2","4","16","0.715","3","3","2"
"123","3","7","13","0.390","3","2","2"
"123","4","7","13","0.754","3","3","2"
"123","5","2","18","0.327","3","3","2"
"123","6","10","10","0.613","0","1","2"
"123","7","2","18","0.445","3","2","2"
"123","8","10","10","0.954","0","1","2"
"123","9","2","18","0.571","3","3","2"
"123","10","4","16","0.848","3","2","2"
"123","11","4","16","0.497","3","3","2"
"123","12","4","16","0.598","3","2","2"
"123","13","2","18","0.402","3","3","2"
"123","14","2","18","0.597","3","2","2"
"123","15","2","18","0.544","3","3","2"
"123","16","10","10","0.509","0","1","2"
"123","17","7","13","0.933","3","3","2"
"123","18","7","13","0.344","3","3","2"
"123","19","10","10","0.511","0","1","2"
"123","20","4","16","0.323","3","2","2"
"123","21","7","13","0.681","3","2","2"
"123","22","2","18","0.416","3","2","2"
"123","23","7","13","0.701","3","2","2"
"123","24","4","16","0.463","3","2","2"
"123","25","4","16","0.677","3","3","2"
"123","26","10","10","0.588","0","1","2"
"123","27","2","18","0.409","3","3","2"
"123","28","4","16","0.601","3","3","2"
"123","29","10","10","0.491","0","1","2"
"123","30","4","16","0.583","3","3","2"
"123","31","7","13","0.368","3","2","2"
"123","32","10","10","0.887","0","1","2"
"123","33","4","16","0.817","3","2","2"
"123","34","7","13","0.642","3","3","2"
"123","35","2","18","0.435","3","2","2"
"123","36","10","10","0.390","0","1","2"
"123","37","2","18","0.517","3","2","2"
"123","38","7","13","0.639","3","3","2"
"123","39","7","13","0.574","3","2","2"
"123","40","10","10","0.598","0","1","2"
"123","1","10","10","0.482","0","1","3"
"123","2","4","16","0.423","3","3","3"
"123","3","2","18","0.626","3","2","3"
"123","4","7","13","0.572","2","2","3"
"123","5","7","13","0.414","2","3","3"
"123","6","2","18","0.510","3","2","3"
"123","7","2","18","0.429","3","3","3"
"123","8","10","10","0.593","0","1","3"
"123","9","7","13","0.599","2","3","3"
"123","10","2","18","0.453","3","3","3"
"123","11","7","13","0.352","2","2","3"
"123","12","10","10","0.659","0","1","3"
"123","13","10","10","0.531","0","1","3"
"123","14","4","16","0.499","3","3","3"
"123","15","7","13","0.401","2","3","3"
"123","16","4","16","0.585","3","2","3"
"123","17","2","18","0.337","3","3","3"
"123","18","4","16","0.453","3","2","3"
"123","19","2","18","1.487","3","2","3"
"123","20","10","10","0.570","0","1","3"
"123","21","7","13","0.393","2","2","3"
"123","22","2","18","0.632","3","2","3"
"123","23","4","16","0.906","3","3","3"
"123","24","10","10","0.295","0","1","3"
"123","25","7","13","0.457","2","2","3"
"123","26","2","18","0.742","3","3","3"
"123","27","4","16","0.576","3","2","3"
"123","28","10","10","0.877","0","1","3"
"123","29","2","18","0.961","3","3","3"
"123","30","10","10","0.779","0","1","3"
"123","31","4","16","0.329","3","2","3"
"123","32","4","16","0.600","3","3","3"
"123","33","4","16","0.431","3","3","3"
"123","34","7","13","0.504","2","2","3"
"123","35","7","13","0.528","2","3","3"
"123","36","10","10","0.674","0","1","3"
"123","37","2","18","0.573","3","2","3"
"123","38","10","10","0.425","0","1","3"
"123","39","7","13","0.490","2","3","3"
"123","40","4","16","0.736","3","2","3"
"123","1","4","16","0.505","3","3","2"
"123","2","10","10","0.602","0","1","2"
"123","3","7","13","0.536","3","3","2"
"123","4","2","18","1.981","3","2","2"
"123","5","10","10","0.387","0","1","2"
"123","6","7","13","0.269","3","3","2"
"123","7","2","18","0.568","3","3","2"
"123","8","10","10","0.741","0","1","2"
"123","9","2","18","0.376","3","3","2"
"123","10","4","16","0.374","3","3","2"
"123","11","2","18","0.383","3","3","2"
"123","12","7","13","0.798","3","3","2"
"123","13","4","16","0.627","3","2","2"
"123","14","10","10","0.738","0","1","2"
"123","15","2","18","0.326","3","3","2"
"123","16","7","13","0.439","3","2","2"
"123","17","4","16","0.568","3","3","2"
"123","18","4","16","0.767","3","2","2"
"123","19","2","18","0.705","3","2","2"
"123","20","10","10","0.870","0","1","2"
"123","21","4","16","0.505","3","2","2"
"123","22","10","10","0.543","0","1","2"
"123","23","7","13","0.400","3","2","2"
"123","24","2","18","0.697","3","2","2"
"123","25","7","13","1.429","3","2","2"
"123","26","10","10","0.380","0","1","2"
"123","27","10","10","0.427","0","1","2"
"123","28","4","16","0.798","3","2","2"
"123","29","7","13","0.407","3","3","2"
"123","30","7","13","0.591","3","2","2"
"123","31","4","16","0.558","3","2","2"
"123","32","2","18","0.717","3","3","2"
"123","33","2","18","0.803","3","2","2"
"123","34","4","16","0.582","3","3","2"
"123","35","2","18","0.942","3","2","2"
"123","36","4","16","1.752","3","3","2"
"123","37","7","13","1.155","3","2","2"
"123","38","10","10","0.682","0","1","2"
"123","39","10","10","0.384","0","1","2"
"123","40","7","13","1.032","3","3","2"
"123","1","7","13","0.392","3","2","3"
"123","2","10","10","0.640","0","1","3"
"123","3","4","16","0.506","3","3","3"
"123","4","2","18","0.338","3","2","3"
"123","5","2","18","0.362","3","3","3"
"123","6","7","13","0.523","2","3","3"
"123","7","7","13","0.409","2","2","3"
"123","8","2","18","0.761","3","2","3"
"123","9","4","16","0.491","3","2","3"
"123","10","10","10","0.371","0","1","3"
"123","11","2","18","0.356","3","3","3"
"123","12","4","16","0.546","3","3","3"
"123","13","2","18","0.432","3","3","3"
"123","14","10","10","0.435","0","1","3"
"123","15","4","16","0.333","3","2","3"
"123","16","7","13","0.704","2","3","3"
"123","17","10","10","0.478","0","1","3"
"123","18","2","18","0.446","3","2","3"
"123","19","2","18","0.373","3","2","3"
"123","20","4","16","0.392","3","3","3"
"123","21","10","10","0.733","0","1","3"
"123","22","2","18","1.295","3","3","3"
"123","23","7","13","0.328","2","3","3"
"123","24","10","10","0.501","0","1","3"
"123","25","7","13","0.365","2","2","3"
"123","26","4","16","0.458","3","2","3"
"123","27","10","10","0.889","0","1","3"
"123","28","2","18","0.527","3","3","3"
"123","29","7","13","0.595","2","3","3"
"123","30","7","13","0.639","2","3","3"
"123","31","4","16","1.266","3","2","3"
"123","32","10","10","0.456","0","1","3"
"123","33","2","18","0.603","3","2","3"
"123","34","4","16","0.473","3","2","3"
"123","35","7","13","0.884","2","2","3"
"123","36","10","10","0.400","0","1","3"
"123","37","4","16","0.794","3","3","3"
"123","38","4","16","0.367","3","3","3"
"123","39","7","13","1.152","2","2","3"
"123","40","10","10","1.375","0","1","3"
"119","1","7","13","1.384","3","2","3"
"119","2","4","16","0.701","2","3","3"
"119","3","10","10","0.592","0","1","3"
"119","4","10","10","0.763","0","1","3"
"119","5","2","18","1.545","2","3","3"
"119","6","7","13","1.687","3","3","3"
"119","7","2","18","0.672","3","2","3"
"119","8","7","13","0.940","2","3","3"
"119","9","2","18","0.526","3","3","3"
"119","10","2","18","0.561","3","2","3"
"119","11","4","16","0.403","3","3","3"
"119","12","4","16","0.624","3","2","3"
"119","13","2","18","0.517","3","3","3"
"119","14","4","16","0.527","3","2","3"
"119","15","4","16","0.634","2","3","3"
"119","16","10","10","0.408","0","1","3"
"119","17","7","13","0.703","3","2","3"
"119","18","7","13","0.563","2","3","3"
"119","19","10","10","0.401","0","1","3"
